date,day_index,product_id,product_name,category,subcategory,day_of_week,demand,pre_orders,store_open_tomorrow,store_open_day_after,holiday_tomorrow,holiday_day_after,is_promo,unit_price,unit_cost,weather_temp,weather_rain,shelf_life_days,lead_time_days,moq
2026-02-27,64,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,4,67,10,1,1,0,0,0,3.29,1.6,22.7,1,60,2,12
2026-03-02,65,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,0,71,9,1,1,0,0,0,3.29,1.6,21.2,0,60,2,12
2026-03-03,66,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,1,54,7,1,1,0,0,0,3.29,1.6,18.1,0,60,2,12
2026-03-04,67,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,2,58,9,1,1,0,0,0,3.29,1.6,17.4,0,60,2,12
2026-03-05,68,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,3,45,7,1,1,0,0,0,3.29,1.6,22.0,0,60,2,12
2026-03-06,69,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,4,97,13,1,1,0,0,0,3.29,1.6,17.6,0,60,2,12
2026-03-09,70,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,0,72,12,1,1,0,0,0,3.29,1.6,22.1,0,60,2,12
2026-03-10,71,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,1,41,7,1,1,0,0,0,3.29,1.6,17.8,1,60,2,12
2026-03-11,72,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,2,52,6,1,1,0,0,0,3.29,1.6,17.9,0,60,2,12
2026-03-12,73,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,3,126,15,1,1,0,0,1,2.63,1.6,15.3,0,60,2,12
2026-03-13,74,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,4,147,24,1,1,0,0,1,2.63,1.6,16.8,0,60,2,12
2026-03-16,75,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,0,90,15,1,1,0,0,1,2.63,1.6,14.8,1,60,2,12
2026-03-17,76,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,1,51,8,1,1,0,0,0,3.29,1.6,20.0,0,60,2,12
2026-03-18,77,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,2,59,8,1,1,0,0,0,3.29,1.6,15.9,0,60,2,12
2026-03-19,78,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,3,72,8,1,1,0,0,0,3.29,1.6,14.5,0,60,2,12
2026-03-20,79,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,4,87,10,1,1,0,0,0,3.29,1.6,18.0,0,60,2,12
2026-03-23,80,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,0,55,7,1,1,0,0,0,3.29,1.6,14.1,1,60,2,12
2026-03-24,81,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,1,63,10,1,1,0,0,0,3.29,1.6,16.5,0,60,2,12
2026-03-25,82,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,2,51,6,1,1,0,0,0,3.29,1.6,17.8,0,60,2,12
2026-03-26,83,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,3,76,11,1,1,0,0,0,3.29,1.6,17.2,0,60,2,12
2026-03-27,84,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,4,91,14,1,1,0,0,0,3.29,1.6,16.3,1,60,2,12
2026-03-30,85,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,0,59,7,1,1,0,0,0,3.29,1.6,12.1,0,60,2,12
2026-03-31,86,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,1,57,7,1,1,0,1,0,3.29,1.6,10.1,1,60,2,12
2026-04-01,87,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,2,42,5,1,0,1,1,0,3.29,1.6,12.8,1,60,2,12
2026-04-02,88,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,3,197,26,0,1,1,0,0,3.29,1.6,11.3,0,60,2,12
2026-04-03,89,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,4,0,0,1,1,0,0,0,3.29,1.6,11.2,0,60,2,12
2026-04-06,90,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,0,68,11,1,1,0,0,0,3.29,1.6,14.9,0,60,2,12
2026-04-07,91,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,1,99,13,1,1,0,0,1,2.63,1.6,11.4,0,60,2,12
2026-04-08,92,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,2,95,13,1,1,0,0,1,2.63,1.6,11.9,0,60,2,12
2026-04-09,93,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,3,127,22,1,1,0,0,1,2.63,1.6,9.9,0,60,2,12
2026-04-10,94,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,4,72,11,1,1,0,0,0,3.29,1.6,12.6,1,60,2,12
2026-04-13,95,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,0,66,8,1,1,0,0,0,3.29,1.6,11.2,0,60,2,12
2026-04-14,96,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,1,57,9,1,1,0,0,0,3.29,1.6,9.7,1,60,2,12
2026-04-15,97,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,2,66,10,1,1,0,0,0,3.29,1.6,7.0,0,60,2,12
2026-04-16,98,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,3,70,11,1,1,0,0,0,3.29,1.6,9.2,0,60,2,12
2026-04-17,99,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,4,89,15,1,1,0,0,0,3.29,1.6,12.0,0,60,2,12
2026-04-20,100,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,0,55,7,1,1,0,0,0,3.29,1.6,8.0,0,60,2,12
2026-04-21,101,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,1,60,9,1,1,0,0,0,3.29,1.6,6.2,0,60,2,12
2026-04-22,102,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,2,62,10,1,1,0,0,0,3.29,1.6,5.5,0,60,2,12
2026-04-23,103,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,3,75,11,1,1,0,0,0,3.29,1.6,7.6,0,60,2,12
2026-04-24,104,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,4,97,13,1,1,0,0,0,3.29,1.6,9.9,1,60,2,12
2026-04-27,105,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,0,67,9,1,1,0,0,0,3.29,1.6,10.8,1,60,2,12
2026-04-28,106,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,1,56,8,1,1,0,0,0,3.29,1.6,9.1,0,60,2,12
2026-04-29,107,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,2,59,7,1,1,0,0,0,3.29,1.6,10.8,0,60,2,12
2026-04-30,108,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,3,67,8,1,1,0,0,0,3.29,1.6,7.4,0,60,2,12
2026-05-01,109,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,4,122,18,1,1,0,0,1,2.63,1.6,8.6,0,60,2,12
2026-05-04,110,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,0,85,13,1,1,0,0,1,2.63,1.6,8.1,1,60,2,12
2026-05-05,111,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,1,81,10,1,1,0,0,1,2.63,1.6,8.0,0,60,2,12
2026-05-06,112,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,2,49,8,1,1,0,0,0,3.29,1.6,6.9,0,60,2,12
2026-05-07,113,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,3,73,9,1,1,0,0,0,3.29,1.6,10.7,1,60,2,12
2026-05-08,114,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,4,66,8,1,1,0,0,0,3.29,1.6,10.0,0,60,2,12
2026-05-11,115,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,0,52,6,1,1,0,0,0,3.29,1.6,11.4,0,60,2,12
2026-05-12,116,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,1,71,12,1,1,0,0,0,3.29,1.6,6.7,0,60,2,12
2026-05-13,117,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,2,58,7,1,1,0,0,0,3.29,1.6,7.4,1,60,2,12
2026-05-14,118,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,3,69,9,1,1,0,0,0,3.29,1.6,4.4,0,60,2,12
2026-05-15,119,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,4,94,12,1,1,0,0,0,3.29,1.6,6.2,1,60,2,12
2026-05-18,120,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,0,61,9,1,1,0,0,0,3.29,1.6,9.1,0,60,2,12
2026-05-19,121,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,1,56,6,1,1,0,0,0,3.29,1.6,9.0,0,60,2,12
2026-05-20,122,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,2,50,6,1,1,0,0,0,3.29,1.6,8.0,0,60,2,12
2026-05-21,123,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,3,89,13,1,1,0,0,0,3.29,1.6,9.7,0,60,2,12
2026-05-22,124,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,4,88,10,1,1,0,0,0,3.29,1.6,7.9,0,60,2,12
2026-05-25,125,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,0,73,9,1,1,0,0,0,3.29,1.6,10.3,0,60,2,12
2026-05-26,126,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,1,41,5,1,1,0,0,0,3.29,1.6,11.2,0,60,2,12
2026-05-27,127,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,2,71,10,1,1,0,0,1,2.63,1.6,12.6,0,60,2,12
2026-05-28,128,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,3,121,17,1,1,0,1,1,2.63,1.6,11.6,0,60,2,12
2026-05-29,129,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,4,201,26,1,1,1,0,1,2.63,1.6,11.5,0,60,2,12
2026-06-01,130,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,0,36,5,1,1,0,0,0,3.29,1.6,9.5,0,60,2,12
2026-06-02,131,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,1,59,8,1,1,0,0,0,3.29,1.6,13.2,0,60,2,12
2026-06-03,132,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,2,67,12,1,1,0,0,0,3.29,1.6,10.5,0,60,2,12
2026-06-04,133,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,3,64,10,1,1,0,0,0,3.29,1.6,9.0,1,60,2,12
2026-06-05,134,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,4,100,16,1,1,0,0,0,3.29,1.6,11.2,1,60,2,12
2026-06-08,135,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,0,57,7,1,1,0,0,0,3.29,1.6,11.6,1,60,2,12
2026-06-09,136,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,1,62,8,1,1,0,0,0,3.29,1.6,10.1,0,60,2,12
2026-06-10,137,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,2,70,8,1,1,0,0,0,3.29,1.6,9.3,0,60,2,12
2026-06-11,138,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,3,70,12,1,1,0,0,0,3.29,1.6,12.1,0,60,2,12
2026-06-12,139,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,4,84,12,1,1,0,0,0,3.29,1.6,13.8,0,60,2,12
2026-06-15,140,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,0,64,11,1,1,0,0,0,3.29,1.6,11.9,1,60,2,12
2026-06-16,141,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,1,65,9,1,1,0,0,0,3.29,1.6,12.3,0,60,2,12
2026-06-17,142,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,2,74,9,1,1,0,0,0,3.29,1.6,12.5,0,60,2,12
2026-06-18,143,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,3,57,9,1,1,0,0,0,3.29,1.6,13.8,0,60,2,12
2026-06-19,144,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,4,81,12,1,1,0,0,0,3.29,1.6,15.5,1,60,2,12
2026-06-22,145,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,0,124,18,1,1,0,0,1,2.63,1.6,12.0,1,60,2,12
2026-06-23,146,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,1,86,11,1,1,0,0,1,2.63,1.6,12.2,1,60,2,12
2026-06-24,147,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,2,80,12,1,1,0,0,1,2.63,1.6,11.9,1,60,2,12
2026-06-25,148,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,3,67,11,1,1,0,0,0,3.29,1.6,15.4,0,60,2,12
2026-06-26,149,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,4,83,13,1,1,0,0,0,3.29,1.6,9.8,0,60,2,12
2026-06-29,150,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,0,66,11,1,1,0,0,0,3.29,1.6,18.3,0,60,2,12
2026-06-30,151,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,1,68,10,1,1,0,0,0,3.29,1.6,16.2,1,60,2,12
2026-07-01,152,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,2,69,10,1,1,0,0,0,3.29,1.6,11.5,1,60,2,12
2026-07-02,153,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,3,70,8,1,1,0,0,0,3.29,1.6,13.5,0,60,2,12
2026-07-03,154,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,4,79,9,1,1,0,0,0,3.29,1.6,11.8,0,60,2,12
2026-07-06,155,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,0,63,8,1,1,0,0,0,3.29,1.6,13.0,0,60,2,12
2026-07-07,156,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,1,66,10,1,1,0,0,0,3.29,1.6,20.2,0,60,2,12
2026-07-08,157,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,2,47,8,1,1,0,0,0,3.29,1.6,17.0,0,60,2,12
2026-07-09,158,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,3,40,6,1,1,0,0,0,3.29,1.6,13.7,1,60,2,12
2026-07-10,159,PROD_095,Guava Passion Fruit Nectar 1L,Beverage,Juice,4,83,10,1,1,0,0,0,3.29,1.6,15.5,0,60,2,12
2025-12-01,0,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,0,105,16,1,1,0,0,1,2.39,1.45,12.9,0,90,2,15
2025-12-02,1,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,1,87,10,1,1,0,0,1,2.39,1.45,20.9,0,90,2,15
2025-12-03,2,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,2,69,9,1,1,0,0,0,2.99,1.45,16.3,0,90,2,15
2025-12-04,3,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,3,62,10,1,1,0,0,0,2.99,1.45,20.3,0,90,2,15
2025-12-05,4,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,4,87,13,1,1,0,0,0,2.99,1.45,17.1,0,90,2,15
2025-12-08,5,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,0,53,7,1,1,0,0,0,2.99,1.45,18.5,0,90,2,15
2025-12-09,6,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,1,64,8,1,1,0,0,0,2.99,1.45,18.5,1,90,2,15
2025-12-10,7,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,2,67,10,1,1,0,0,0,2.99,1.45,17.7,0,90,2,15
2025-12-11,8,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,3,53,8,1,1,0,0,0,2.99,1.45,19.4,1,90,2,15
2025-12-12,9,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,4,85,10,1,1,0,0,0,2.99,1.45,19.6,0,90,2,15
2025-12-15,10,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,0,47,6,1,1,0,0,0,2.99,1.45,24.2,0,90,2,15
2025-12-16,11,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,1,59,9,1,1,0,0,0,2.99,1.45,16.9,1,90,2,15
2025-12-17,12,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,2,76,10,1,1,0,0,0,2.99,1.45,18.5,0,90,2,15
2025-12-18,13,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,3,68,8,1,1,0,0,0,2.99,1.45,19.6,0,90,2,15
2025-12-19,14,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,4,93,15,1,1,0,0,0,2.99,1.45,20.2,0,90,2,15
2025-12-22,15,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,0,44,6,1,1,0,0,0,2.99,1.45,21.0,0,90,2,15
2025-12-23,16,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,1,76,11,1,1,0,1,1,2.39,1.45,17.6,0,90,2,15
2025-12-24,17,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,2,126,21,1,0,1,1,1,2.39,1.45,20.8,0,90,2,15
2025-12-25,18,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,3,156,24,0,1,1,0,0,2.99,1.45,22.9,0,90,2,15
2025-12-26,19,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,4,0,0,1,1,0,0,0,2.99,1.45,22.2,0,90,2,15
2025-12-29,20,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,0,85,11,1,1,0,0,0,2.99,1.45,24.7,0,90,2,15
2025-12-30,21,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,1,57,9,1,1,0,0,0,2.99,1.45,25.4,1,90,2,15
2025-12-31,22,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,2,72,10,1,1,0,0,0,2.99,1.45,22.0,0,90,2,15
2026-01-01,23,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,3,81,11,1,1,0,0,0,2.99,1.45,24.3,0,90,2,15
2026-01-02,24,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,4,70,11,1,1,0,0,0,2.99,1.45,20.1,0,90,2,15
2026-01-05,25,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,0,68,9,1,1,0,0,0,2.99,1.45,20.1,1,90,2,15
2026-01-06,26,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,1,74,12,1,1,0,0,0,2.99,1.45,22.3,0,90,2,15
2026-01-07,27,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,2,56,7,1,1,0,0,0,2.99,1.45,23.8,0,90,2,15
2026-01-08,28,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,3,74,11,1,1,0,0,0,2.99,1.45,24.3,0,90,2,15
2026-01-09,29,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,4,95,13,1,1,0,0,0,2.99,1.45,27.8,1,90,2,15
2026-01-12,30,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,0,72,12,1,1,0,0,0,2.99,1.45,20.9,0,90,2,15
2026-01-13,31,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,1,72,11,1,1,0,0,0,2.99,1.45,23.8,0,90,2,15
2026-01-14,32,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,2,70,10,1,1,0,0,0,2.99,1.45,23.5,0,90,2,15
2026-01-15,33,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,3,83,11,1,1,0,0,0,2.99,1.45,20.7,0,90,2,15
2026-01-16,34,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,4,127,20,1,1,0,0,1,2.39,1.45,23.3,0,90,2,15
2026-01-19,35,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,0,138,20,1,1,0,0,1,2.39,1.45,25.0,0,90,2,15
2026-01-20,36,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,1,145,23,1,1,0,0,1,2.39,1.45,21.1,0,90,2,15
2026-01-21,37,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,2,117,14,1,1,0,0,1,2.39,1.45,25.8,0,90,2,15
2026-01-22,38,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,3,94,12,1,1,0,0,0,2.99,1.45,24.1,0,90,2,15
2026-01-23,39,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,4,87,13,1,1,0,0,0,2.99,1.45,24.9,0,90,2,15
2026-01-26,40,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,0,87,13,1,1,0,0,0,2.99,1.45,25.8,0,90,2,15
2026-01-27,41,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,1,63,10,1,1,0,0,0,2.99,1.45,22.5,0,90,2,15
2026-01-28,42,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,2,59,9,1,1,0,0,0,2.99,1.45,23.1,0,90,2,15
2026-01-29,43,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,3,87,13,1,1,0,1,0,2.99,1.45,27.2,0,90,2,15
2026-01-30,44,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,4,77,13,1,1,1,0,0,2.99,1.45,26.9,0,90,2,15
2026-02-02,45,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,0,80,11,1,1,0,0,0,2.99,1.45,24.2,1,90,2,15
2026-02-03,46,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,1,49,8,1,1,0,0,0,2.99,1.45,20.9,0,90,2,15
2026-02-04,47,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,2,65,9,1,1,0,0,0,2.99,1.45,25.4,0,90,2,15
2026-02-05,48,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,3,91,13,1,1,0,0,0,2.99,1.45,25.6,0,90,2,15
2026-02-06,49,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,4,102,18,1,1,0,0,0,2.99,1.45,23.2,0,90,2,15
2026-02-09,50,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,0,71,11,1,1,0,0,0,2.99,1.45,22.9,0,90,2,15
2026-02-10,51,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,1,55,7,1,1,0,0,0,2.99,1.45,25.6,0,90,2,15
2026-02-11,52,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,2,108,14,1,1,0,0,1,2.39,1.45,19.8,0,90,2,15
2026-02-12,53,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,3,115,14,1,1,0,0,1,2.39,1.45,21.1,0,90,2,15
2026-02-13,54,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,4,202,31,1,1,0,0,1,2.39,1.45,24.6,1,90,2,15
2026-02-16,55,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,0,120,14,1,1,0,0,1,2.39,1.45,27.6,0,90,2,15
2026-02-17,56,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,1,69,10,1,1,0,0,0,2.99,1.45,22.8,1,90,2,15
2026-02-18,57,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,2,91,12,1,1,0,0,0,2.99,1.45,22.9,0,90,2,15
2026-02-19,58,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,3,82,14,1,1,0,0,0,2.99,1.45,19.6,0,90,2,15
2026-02-20,59,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,4,75,10,1,1,0,0,0,2.99,1.45,21.8,0,90,2,15
2026-02-23,60,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,0,62,9,1,1,0,0,0,2.99,1.45,21.0,0,90,2,15
2026-02-24,61,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,1,59,9,1,1,0,0,0,2.99,1.45,18.2,1,90,2,15
2026-02-25,62,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,2,56,7,1,1,0,0,0,2.99,1.45,20.4,0,90,2,15
2026-02-26,63,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,3,77,10,1,1,0,0,0,2.99,1.45,24.7,1,90,2,15
2026-02-27,64,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,4,97,12,1,1,0,0,0,2.99,1.45,16.6,1,90,2,15
2026-03-02,65,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,0,46,7,1,1,0,0,0,2.99,1.45,20.5,0,90,2,15
2026-03-03,66,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,1,67,9,1,1,0,0,0,2.99,1.45,23.4,0,90,2,15
2026-03-04,67,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,2,71,11,1,1,0,0,0,2.99,1.45,18.9,0,90,2,15
2026-03-05,68,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,3,69,11,1,1,0,0,0,2.99,1.45,21.4,0,90,2,15
2026-03-06,69,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,4,83,13,1,1,0,0,0,2.99,1.45,21.6,0,90,2,15
2026-03-09,70,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,0,84,10,1,1,0,0,1,2.39,1.45,14.7,0,90,2,15
2026-03-10,71,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,1,114,16,1,1,0,0,1,2.39,1.45,18.4,0,90,2,15
2026-03-11,72,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,2,124,21,1,1,0,0,1,2.39,1.45,20.8,0,90,2,15
2026-03-12,73,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,3,93,15,1,1,0,0,1,2.39,1.45,20.3,0,90,2,15
2026-03-13,74,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,4,100,17,1,1,0,0,0,2.99,1.45,19.4,0,90,2,15
2026-03-16,75,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,0,56,7,1,1,0,0,0,2.99,1.45,19.5,0,90,2,15
2026-03-17,76,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,1,53,9,1,1,0,0,0,2.99,1.45,17.5,0,90,2,15
2026-03-18,77,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,2,35,4,1,1,0,0,0,2.99,1.45,16.2,0,90,2,15
2026-03-19,78,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,3,68,8,1,1,0,0,0,2.99,1.45,15.3,0,90,2,15
2026-03-20,79,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,4,84,13,1,1,0,0,0,2.99,1.45,18.0,0,90,2,15
2026-03-23,80,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,0,68,9,1,1,0,0,0,2.99,1.45,14.4,0,90,2,15
2026-03-24,81,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,1,64,10,1,1,0,0,0,2.99,1.45,15.4,0,90,2,15
2026-03-25,82,PROD_096,Prebiotic Berry Soda 355ml,Beverage,Functional,2,63,9,1,1,0,0,0,2.99,1.45,15.2,0,90,2,15
